what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1407956214337
started,bundle,org.eclipse.datatools.enablement.mysql,1.0.2.v201109022323,"org.eclipse.datatools.enablement.mysql",1407956216033
started,bundle,org.eclipse.datatools.enablement.sap.maxdb,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sap.maxdb",1407956216068
started,bundle,org.eclipse.datatools.modelbase.dbdefinition,1.0.2.v201107221519,"org.eclipse.datatools.modelbase.dbdefinition",1407956216298
started,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090452,"org.eclipse.datatools.enablement.sybase.ui",1407956216363
started,bundle,org.eclipse.datatools.enablement.sybase.models,1.0.0.v201010140307,"org.eclipse.datatools.enablement.sybase.models",1407956216383
started,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.2.v201201131129,"org.eclipse.datatools.sqltools.ddlgen.ui",1407956216763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956219864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956233829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407956233849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956243042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956255390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407956255417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956258760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956262693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407956262711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956266059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956267215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407956267233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956271747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956289840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407956289862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956338181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956355688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956370612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956373495
started,bundle,org.eclipse.datatools.sqltools.editor.core,1.0.1.v201201131129,"org.eclipse.datatools.sqltools.editor.core",1407956373715
started,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201107221520,"org.eclipse.datatools.sqltools.sqleditor",1407956373735
started,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1407956374040
started,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.db.generic",1407956374085
started,bundle,org.eclipse.datatools.sqltools.db.derby,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.db.derby",1407956374161
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1407956375220
started,bundle,org.eclipse.datatools.sqltools.result,1.1.2.v201201131129,"org.eclipse.datatools.sqltools.result",1407956375668
started,bundle,org.eclipse.datatools.sqltools.result.ui,1.1.2.v201110010535,"org.eclipse.datatools.sqltools.result.ui",1407956375967
opened,view,org.eclipse.datatools.sqltools.result.ui,1.1.2.v201110010535,"org.eclipse.datatools.sqltools.result.resultView",1407956376165
activated,perspective,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201107221520,"org.eclipse.datatools.sqltools.sqleditor.perspectives.EditorPerspective",1407956376272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1407956376437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1407956376437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956387489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407956389430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407956389459
started,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.tabledataeditor",1407956400589
started,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.1.v201010270945,"org.eclipse.datatools.sqltools.data.ui",1407956400706
