what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1408186705562
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1408186705563
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1408186705563
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1408186705564
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1408186705565
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1408186705566
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1408186705566
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1408186705567
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1408186705568
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1408186705569
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1408186705570
os,sysinfo,,,"win32",1408186705575
arch,sysinfo,,,"x86_64",1408186705575
ws,sysinfo,,,"win32",1408186705575
locale,sysinfo,,,"ru_RU",1408186705575
processors,sysinfo,,,"4",1408186705575
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1408186705575
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1408186705575
java.specification.name,sysinfo,,,"Java Platform API Specification",1408186705575
java.specification.vendor,sysinfo,,,"Oracle Corporation",1408186705575
java.specification.version,sysinfo,,,"1.7",1408186705575
java.vendor,sysinfo,,,"Oracle Corporation",1408186705575
java.version,sysinfo,,,"1.7.0_67",1408186705575
java.vm.info,sysinfo,,,"mixed mode",1408186705575
